96.68,88.46,88.46,86.29,88.46,88.46,86.29,89.84,13.00
96.96,88.94,88.94,86.97,88.94,88.94,86.97,89.84,13.00
96.93,89.63,89.63,88.47,89.63,89.63,88.47,89.84,13.00
97.02,89.26,89.26,87.63,89.26,89.26,87.63,89.84,13.00
97.04,89.36,89.36,88.82,89.36,89.36,88.82,89.84,13.00
96.93,89.11,89.11,86.39,89.11,89.11,86.39,89.84,13.00
97.15,88.57,88.57,85.91,88.57,88.57,85.91,89.84,13.00
97.05,89.13,89.13,86.98,89.13,89.13,86.98,89.84,13.00
96.90,89.77,89.77,88.89,89.77,89.77,88.89,89.84,13.00
97.21,89.26,89.26,87.53,89.26,89.26,87.53,89.84,13.00
97.14,89.57,89.57,88.42,89.57,89.57,88.42,89.84,13.00
97.06,89.27,89.27,87.80,89.27,89.27,87.80,89.84,13.00
97.18,89.52,89.52,88.54,89.52,89.52,88.54,89.84,13.00
97.26,89.10,89.10,86.81,89.10,89.10,86.81,89.84,13.00
97.14,89.56,89.56,87.97,89.56,89.56,87.97,89.84,13.00
97.35,89.17,89.17,87.73,89.17,89.17,87.73,89.84,13.00
97.36,89.20,89.20,87.30,89.20,89.20,87.30,89.84,13.00
97.30,89.03,89.03,88.25,89.03,89.03,88.25,89.84,13.00
97.14,89.31,89.31,87.74,89.31,89.31,87.74,89.84,13.00
97.65,88.99,88.99,86.32,88.99,88.99,86.32,89.84,13.00
97.56,89.10,89.10,87.03,89.10,89.10,87.03,89.84,13.00
97.49,89.04,89.04,87.16,89.04,89.04,87.16,89.84,13.00
97.41,88.09,88.09,84.41,88.09,88.09,84.41,89.84,13.00
97.40,88.99,88.99,87.14,88.99,88.99,87.14,89.84,13.00
97.64,88.94,88.94,87.51,88.94,88.94,87.51,89.84,13.00
97.66,89.27,89.27,88.10,89.27,89.27,88.10,89.84,13.00
97.64,88.71,88.71,86.03,88.71,88.71,86.03,89.84,13.00
97.46,89.31,89.31,87.99,89.31,89.31,87.99,89.84,13.00
97.68,89.22,89.22,87.44,89.22,89.22,87.44,89.84,13.00
97.61,88.71,88.71,86.21,88.71,88.71,86.21,89.84,13.00
97.77,89.06,89.06,87.20,89.06,89.06,87.20,89.84,13.00
97.73,89.15,89.15,87.33,89.15,89.15,87.33,89.84,13.00
97.60,89.47,89.47,87.84,89.47,89.47,87.84,89.84,13.00
97.68,88.97,88.97,87.52,88.97,88.97,87.52,89.84,13.00
97.62,88.69,88.69,86.26,88.69,88.69,86.26,89.84,13.00
97.82,89.19,89.19,87.93,89.19,89.19,87.93,89.84,13.00
97.87,89.22,89.22,87.44,89.22,89.22,87.44,89.84,13.00
97.90,89.31,89.31,87.60,89.31,89.31,87.60,89.84,13.00
97.77,88.99,88.99,86.89,88.99,88.99,86.89,89.84,13.00
97.73,89.04,89.04,86.57,89.04,89.04,86.57,89.84,13.00
97.76,89.06,89.06,86.77,89.06,89.06,86.77,89.84,13.00
97.67,89.36,89.36,87.00,89.36,89.36,87.00,89.84,13.00
97.83,89.11,89.11,87.10,89.11,89.11,87.10,89.84,13.00
97.80,88.73,88.73,85.54,88.73,88.73,85.54,89.84,13.00
97.76,89.22,89.22,86.94,89.22,89.22,86.94,89.84,13.00
97.70,88.87,88.87,86.03,88.87,88.87,86.03,89.84,13.00
98.04,88.94,88.94,87.41,88.94,88.94,87.41,89.84,13.00
97.80,88.71,88.71,85.73,88.71,88.71,85.73,89.84,13.00
97.86,88.78,88.78,86.32,88.78,88.78,86.32,89.84,13.00
97.83,89.29,89.29,87.82,89.29,89.29,87.82,89.84,13.00
97.77,88.76,88.76,86.61,88.76,88.76,86.61,89.84,13.00
97.93,89.17,89.17,87.24,89.17,89.17,87.24,89.84,13.00
97.97,89.06,89.06,88.63,89.06,89.06,88.63,89.84,13.00
98.16,89.33,89.33,87.35,89.33,89.33,87.35,89.84,13.00
97.95,89.31,89.31,88.84,89.31,89.31,88.84,89.84,13.00
98.15,89.01,89.01,87.77,89.01,89.01,87.77,89.84,13.00
98.08,88.97,88.97,86.65,88.97,88.97,86.65,89.84,13.00
98.02,89.19,89.19,86.88,89.19,89.19,86.88,89.84,13.00
97.85,89.10,89.10,86.43,89.10,89.10,86.43,89.84,13.00
98.01,89.49,89.49,88.88,89.49,89.49,88.88,89.84,13.00
98.12,89.43,89.43,87.79,89.43,89.43,87.79,89.84,13.00
98.26,89.26,89.26,87.39,89.26,89.26,87.39,89.84,13.00
98.14,89.66,89.66,88.12,89.66,89.66,88.12,89.84,13.00
98.18,89.04,89.04,87.03,89.04,89.04,87.03,89.84,13.00
98.06,89.01,89.01,86.57,89.01,89.01,86.57,89.84,13.00
98.13,89.49,89.49,87.76,89.49,89.49,87.76,89.84,13.00
98.19,89.04,89.04,86.86,89.04,89.04,86.86,89.84,13.00
97.97,89.11,89.11,87.22,89.11,89.11,87.22,89.84,13.00
98.06,89.31,89.31,88.76,89.31,89.31,88.76,89.84,13.00
98.13,89.06,89.06,86.81,89.06,89.06,86.81,89.84,13.00
98.14,89.06,89.06,86.52,89.06,89.06,86.52,89.84,13.00
98.18,89.52,89.52,87.37,89.52,89.52,87.37,89.84,13.00
